ID;EXT_ID;SOURCE;FIRSTNAME;LASTNAME;TITLE;EMAIL;REPORTS_TO;DEPARTMENT;JOBCODE;DIVISION;LOCATION;CITY;COUNTRY;NAME;SKILL_SET
102021;102021;SF_SD4;Herve;Milgram;Recruiter;Herve.Milgram@bestrunsap.com;102025;Talent Acquisition FR (50130006);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Aurillac;France;Herve Milgram;Recruiter All processes, frameworks, principles, roles & responsibilities that ensure the effective and efficient use of IT in enabling an organization to achieve its goals.
102022;102022;SF_SD4;Gil;Le Fur;Sr. Compensation Analyst;Gil.Le Fur@bestrunsap.com;102023;Compensation and Benefits FR (50130007);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Boulogne-Billancourt;France;Gil Le Fur;Sr. Compensation Analyst Incident Management and Root Cause Analysis including usage of monitoring tools
102023;102023;SF_SD4;Pierre;Le Driant;Compensation Manager;Pierre.Le Driant@bestrunsap.com;102016;Compensation and Benefits FR (50130007);Management & Planning (50070999);Corporate Services (CORP_SVCS);Paris (2210-0001);Charleville-Mézières;France;Pierre Le Driant;"Compensation Manager Integration of SAP software lifecycle process & software Standards & software Mgmt Tools into M&As.
Contract consolidation of M&As into SAP's contracts.
Ongoing Stakeholder Management for process improvement feedback."
102024;102024;SF_SD4;Jean-Phillipe;Duvelleroy;Recruiter;Jean-Phillipe.Duvelleroy@bestrunsap.com;102025;Talent Acquisition FR (50130006);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Aubagne;France;Jean-Phillipe Duvelleroy;Recruiter Project Lead and execution tasks (e.g Infrastructure Workstream Leads, Upgrade/Migration projects)
102025;102025;SF_SD4;Carol;Lecot;Recruiting Manager;Carol.Lecot@bestrunsap.com;102016;Talent Acquisition FR (50130006);Management & Planning (50070999);Corporate Services (CORP_SVCS);Paris (2210-0001);Aubervilliers;France;Carol Lecot;Recruiting Manager FPC, Woc, Mgmt Support, Manager, Supplier Mgmt
102026;102026;SF_SD4;Michel;Bagot;;Michel.Bagot@bestrunsap.com;102035;Talent Acquisition FR (50130006);Management & Planning (50070999);N/A;N/A;Bourges;;Michel Bagot; Design and setup of High Availability / Disaster Recovery solutions
102027;102027;SF_SD4;Elsa;Mormin;Sr Recruiter;Elsa.Mormin@bestrunsap.com;102025;Talent Acquisition FR (50130006);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Arras;France;Elsa Mormin;Sr Recruiter Compliance evaluation of new software or software versions requested by SAP employees according to SAP Global Security, Global Legal & Purchasing guidelines. Consult Security/ Legal/ Purchasing experts on demand. Publish software rating in Software Rating Information (SRI) tool.
102028;102028;SF_SD4;Benoit;Leistner;HR Business Office Director FR;Benoit.Leistner@bestrunsap.com;102031;HR Business Office FR (50130003);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Belfort;France;Benoit Leistner;"HR Business Office Director FR Ensure (client & server) software Contract Management incl. software Demand Planning w/ software consumer according to Business cases & price negotiations w/ publishers.
Execute ongoing software consumer Engagement for consumption & demand trend analysis.
Manage communication w/ software consumer community & rollouts of software standards.
Manage costs of SAP software subscriptions, Licenses &  maintenance.
Consulting of software consumers on cost reduction of software subscriptions, Licenses &  maintenance."
102029;102029;SF_SD4;Christophe;Leplumey;Engineer II;Christophe.Leplumey@bestrunsap.com;102036;Engineering FR (50130015);Engineering (50000074);Manufacturing (MANU);Paris (2210-0001);Maubeuge;France;Christophe Leplumey;"Engineer II Integration of new Software Products into SAP Software Asset LifeCycle process. 
Ensure software approval according SAP policies & standards
Secure budget of new software subscriptions & new software licences including consumption plan, payment plan & maintenance.
Ongoing Stakeholder Management for process improvement feedback"
102030;102030;SF_SD4;Constant;Maldera;Program Manager;Constant.Maldera@bestrunsap.com;102035;Employee Development Corp (50130009);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Hyères;France;Constant Maldera;Program Manager SAP Internal IT Service Management 
102031;102031;SF_SD4;Bernard;Nagy;VP Human Resources FR;Bernard.Nagy@bestrunsap.com;102005;Human Resources FR (50130001);Executive Management (50071000);Corporate Services (CORP_SVCS);Paris (2210-0001);Anglet;France;Bernard Nagy;VP Human Resources FR Administration of client management system for Macs, iPhones, iPads and Apple TVs
102032;102032;SF_SD4;Catherine;Nullans;Scheduler;Catherine.Nullans@bestrunsap.com;102049;Operations FR (50130010);Planning (50070965);Manufacturing (MANU);Paris (2210-0001);Bayonne;France;Catherine Nullans;Scheduler Extentiond client management system for Macs, iPhones, iPads and Apple TVs captabilites
102034;102034;SF_SD4;Jacques;Jouan;SVP Operations & Maintenance;Jacques.Jouan@bestrunsap.com;102005;Operations FR (50130010);Executive Management (50071000);Manufacturing (MANU);Paris (2210-0001);Tours;France;Jacques Jouan;SVP Operations & Maintenance Desigining, building and operating client management system infrustructure components for Macs, iPhones, iPads and Apple TVs management
102035;102035;SF_SD4;Isabelle;Buckley;Development Analyst Lead;Isabelle.Buckley@bestrunsap.com;102014;Employee Development Corp (50130009);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Roubaix;France;Isabelle Buckley;Development Analyst Lead Set-up, configuration, and maintenance of Atlassian Jira.
102036;102036;SF_SD4;Gilbert;Grape;Engineering Manager;Gilbert.Grape@bestrunsap.com;102009;Engineering FR (50130015);Management & Planning (50070999);Manufacturing (MANU);Paris (2210-0001);Dunkerque;France;Gilbert Grape;Engineering Manager JavaScript Object Notation
102037;102037;SF_SD4;Louis;Doval;Management & Planning;louis.doval@bestrun.com;0;Engineering FR (50130015);Management & Planning (50070999);Manufacturing (MANU);Paris (2210-0001);Rennes;France;Louis Doval;Management & Planning Ability to implement Lean Techniques.
102038;102038;SF_SD4;Nicolas;Diguet;Quality Assurance Manager;nicolas.diguet@bestrunsap.com;102004;Operations FR (50130010);Management & Planning (50070999);Manufacturing (MANU);Paris (2210-0001);Champigny-sur-Marne;France;Nicolas Diguet;Quality Assurance Manager Coordination of activites with relevant stakeholders (e.g Downtime planning, Patching etc)
102039;102039;SF_SD4;Patricia;Soule;Executive Assistant;Patricia.Soule@bestrunsap.com;102034;Leadership Team France (50130000);Executive Support (50011876);Executive Office (EXEC);Paris (2210-0001);Quimper;France;Patricia Soule;Executive Assistant Metranet API and Integrations/enhancements
102041;102041;SF_SD4;Piere;Sabatier;QA Engineer;piere.sabatier@bestrunsap.com;102038;Quality Assurance FR (50130013);Engineering (50000074);Manufacturing (MANU);Paris (2210-0001);Toulon;France;Piere Sabatier;QA Engineer Metranet billing system maintenance/operations
102042;102042;SF_SD4;Lou;Gosselin;Vice President Finance;Lou.gosselin@bestrunsap.com;102005;Production FR (50130011);Executive Management (50071000);Manufacturing (MANU);Paris (2210-0001);Vincennes;France;Lou Gosselin;Vice President Finance Microsoft Access database
102043;102043;SF_SD4;Lucile;Leandres;SVP Sales;Lucile.leandres@bestrunsap.com;102005;Sales FR (50130021);Executive Management (50071000);Manufacturing (MANU);Paris (2210-0001);Montreuil;France;Lucile Leandres;SVP Sales Servers/Infra and applications Monitoring tool
102044;102044;SF_SD4;Gigi;Masson;VP Maintenance;Gigi.masson@bestrunsap.com;102034;Operations FR (50130010);Executive Management (50071000);Manufacturing (MANU);Paris (2210-0001);Niort;France;Gigi Masson;VP Maintenance Knowledge of configuring OKTA for SSO integrations
102045;102045;SF_SD4;Claude;Bissette;VP Procurement;Claude.bissette@bestrunsap.com;102034;Operations FR (50130010);Executive Management (50071000);Manufacturing (MANU);Paris (2210-0001);Nice;France;Claude Bissette;VP Procurement Supporting the OKTA Platform.
102046;102046;SF_SD4;Colombe;Gosse;VP Distribution;Colombe.gosse@bestrunsap.com;102034;Facilities Maintenance FR (50130012);Executive Management (50071000);Manufacturing (MANU);Paris (2210-0001);Pessac;France;Colombe Gosse;VP Distribution Apple / Unix Architecture, kernel, frameworks and principles of operation 
102047;102047;SF_SD4;Coline;Gage;Supply Chain Director;Coline.gage@bestrunsap.com;102004;Operations FR (50130010);Management & Planning (50070999);Manufacturing (MANU);Paris (2210-0001);Dieppe;France;Coline Gage;Supply Chain Director MVS / zOS Architecture, kernel, API and principles of operation 
102048;102048;SF_SD4;Gabrielle;Pape;Administrator;Gabrielle.pape@bestrunsap.com;102009;Production FR (50130011);Administrative Support (50070968);Manufacturing (MANU);Paris (2210-0001);Vierzon;France;Gabrielle Pape;Administrator Unix / Linux Architecture, kernel, API and principles of operation 
102049;102049;SF_SD4;Andree;Durant;Planning & Scheduling Manager;Andree.durant@bestrunsap.com;102009;Planning & Scheduling FR (50130014);Management & Planning (50070999);Manufacturing (MANU);Paris (2210-0001);Saumur;France;Andree Durant;Planning & Scheduling Manager Windows Architecture, kernel, API and principles of operation 
102050;102050;SF_SD4;Therese;Roy;Planner;Therese.roy@bestrunsap.com;102049;Operations FR (50130010);Planning (50070965);Manufacturing (MANU);Paris (2210-0001);Albi;France;Therese Roy;Planner Office Technology
102051;102051;SF_SD4;Damien;Moreau;Learning Director;Damien.moreau@bestrunsap.com;102031;Learning Program Management FR (50130002);Management & Planning (50070999);Corporate Services (CORP_SVCS);Paris (2210-0001);Dole;France;Damien Moreau;Learning Director Servers/Infra and applications Monitoring tool
102052;102052;SF_SD4;Nicole;Charbonneau;External Workforce Director;Nicole.charbonneau@bestrunsap.com;102031;Talent Acquisition FR (50130006);Management & Planning (50070999);Corporate Services (CORP_SVCS);Paris (2210-0001);Le Cannet;France;Nicole Charbonneau;External Workforce Director Ability to help an organization on creating and sustaining Portfolio Management Techniques to deliver business value and allocate resources.
102053;102053;SF_SD4;Christine;Martel;Learning Business Partner;Christine.martel@bestrunsap.com;102051;Learning Program Management FR (50130002);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Bayonne;France;Christine Martel;Learning Business Partner Test automation using Postman
102054;102054;SF_SD4;Theo;Severin;IT Business Partner;Theo.severin@bestrunsap.com;102028;HR Business Office FR (50130003);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Narbonne;France;Theo Severin;IT Business Partner Product Architect focuses on the Ops-aspects of a product. Closely working with the service provider, overseeing KPIs / SLAs and drive corrective actions to overall improve operations for the respective product
102055;102055;SF_SD4;Livie;Burger;HR Project Manager;Livie.burger@bestrunsap.com;102028;HR Business Office FR (50130003);HR Professional (50029122);Corporate Services (CORP_SVCS);Paris (2210-0001);Nanterre;France;Livie Burger;HR Project Manager Activities associated with the creation and management of a product backlog
102056;102056;SF_SD4;Geraldine;Belanger;VP Information Technology;Geraldine.belaner@bestrunsap.com;102005;Information Technology FR (50130022);Executive Management (50071000);Information Technology (IT);Paris (2210-0001);Paris;France;Geraldine Belanger;VP Information Technology Activities associated with the design/creation and maintenance of a product vision and roadmap
102075;102075;SF_SD4;Pauline;Fournier;Project Execution Lead;Pauline.Fournier@bestrunsap.com;102010;Operations FR (50130010);Professional (50070970);Manufacturing (MANU);Paris (2210-0001);Maubeuge;France;Pauline Fournier;Project Execution Lead Knowledge of Qualtrics
102076;102076;SF_SD4;Emilie;Matthieu;Assembly Worker;Emilie.Matthieu@bestrunsap.com;1;Engineering FR (50130015);Craft Workers (50071001);Manufacturing (MANU);Paris (2210-0001);Montreuil;France;Emilie Matthieu;Assembly Worker Safeguarding of Strategic Projects/QEC
102077;102077;SF_SD4;Jeremy;Thibault;Project Manager;Jeremy.Thibault@bestrunsap.com;102010;Operations FR (50130010);Professional (50070970);Manufacturing (MANU);Paris (2210-0001);Paris;France;Jeremy Thibault;Project Manager Salesforce Developer which includes areas such as Apex, Visualforce, ,SOAP, API, Lightning Web and Lightning Aura, or Live Agent REST API.
103001;103001;SF_SD4;Christine;Wiese;Engineer I;Christine.Wiese@bestrunsap.com;103009;Engineering DE (50140015);Engineering (50000074);Manufacturing (MANU);Berlin (1010-0001);Berlin;Germany;Christine Wiese;Engineer I Salesforce Engineering
103002;103002;SF_SD4;Dmitri;Kupler;Engineering Intern;Dmitri.Kupler@bestrunsap.com;103009;Engineering DE (50140015);Engineering (50000074);Manufacturing (MANU);Berlin (1010-0001);Berlin;Germany;Dmitri Kupler;Engineering Intern Salesforce Operations, Incident Management, and Service Requests
103003;103003;SF_SD4;Hanna;Pushmann;Recruiter;Hanna.Pushmann@bestrunsap.com;103025;Talent Acquisition DE (50140006);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Muenchen ;Germany;Hanna Pushmann;Recruiter All kind of SAP Basis adminstration tasks
103004;103004;SF_SD4;Vanessa;Wagner;VP Operations;Vanessa.Wagner@bestrunsap.com;103034;Operations DE (50140010);Executive Management (50071000);Manufacturing (MANU);Berlin (1010-0001);Georgsmarienhuette;Germany;Vanessa Wagner;VP Operations Knowledge of the SAP for ME product / development framework
103005;103005;SF_SD4;Bianca;Duffner;President Germany;Bianca.Duffner@bestrunsap.com;101001;Leadership Team Germany (50140000);Executive Management (50071000);Executive Office (EXEC);Berlin (1010-0001);Schoeppenstedt;Germany;Bianca Duffner;President Germany Kubernetes orchestation via Gardener
103006;103006;SF_SD4;Frederic;Berbig;Custodian;Frederic.Berbig@bestrunsap.com;103017;Building Management DE (50140018);Craft Workers (50071001);Manufacturing (MANU);Munich (1300-0005);Stuttgart;Germany;Frederic Berbig;Custodian Using security techniques to protect and rapdily change shared application secrets.
103007;103007;SF_SD4;Stefan;Freilinger;Custodian;Stefan.Freilinger@bestrunsap.com;103017;Building Management DE (50140018);Craft Workers (50071001);Manufacturing (MANU);Berlin (1010-0001);Dresden;Germany;Stefan Freilinger;Custodian Seerene delivers an cloud based Software quality (external) service via dynamic software 2,5D – maps.
103008;103008;SF_SD4;Diana;Wagenblatt;Executive Assistant to the President;Diana.Wagenblatt@bestrunsap.com;103005;Leadership Team Germany (50140000);Executive Support (50011876);Executive Office (EXEC);Berlin (1010-0001);Bad Bellingen Baden;Germany;Diana Wagenblatt;Executive Assistant to the President Governance and operation for/within Service Management Framework
103009;103009;SF_SD4;Peter;Eckardt;Engineering Manager;Peter.Eckardt@bestrunsap.com;103036;Engineering DE (50140015);Management & Planning (50070999);Manufacturing (MANU);Berlin (1010-0001);Greven Westf;Germany;Peter Eckardt;Engineering Manager Supports the ServiceNow Angular platform on the portal.
103010;103010;SF_SD4;Kathrin;Denecken;Program Management Office;Kathrin.Denecken@bestrunsap.com;103036;Production DE (50140011);Management & Planning (50070999);Manufacturing (MANU);Frankfurt (1300-0004);Schoeppenstedt;Germany;Kathrin Denecken;Program Management Office SAP Internal Service Request Management for multiple LoBs
103011;103011;SF_SD4;Thomas;Herb;Building Manager;Thomas.Herb@bestrunsap.com;103017;Building Management DE (50140018);Management & Planning (50070999);Manufacturing (MANU);Berlin (1010-0001);Singen;Germany;Thomas Herb;Building Manager The Signavio Business Transformation Suite provides flexible Business Process Management (BPM) (external) service.
103012;103012;SF_SD4;Matthias;Helob;Custodian;Matthias.Helob@bestrunsap.com;103017;Building Management DE (50140018);Craft Workers (50071001);Manufacturing (MANU);Berlin (1010-0001);Eckernfoerde;Germany;Matthias Helob;"Custodian Incorporates aspects of software engineering and applies them to infrastructure and operations problems. The main goals are to create ultra-scalable and highly reliable software systems. According to Ben Treynor, founder of Google's Site Reliability Team, SRE is ""what happens when a software engineer is tasked with what used to be called operations."""
103013;103013;SF_SD4;Sandra;Grossi;Executive Assistant;Sandra.Grossi@bestrunsap.com;103034;Operations DE (50140010);Executive Support (50011876);Manufacturing (MANU);Berlin (1010-0001);Georgsmarienhuette;Germany;Sandra Grossi;Executive Assistant Methodology to improve the quality of process outputs by identifying and removing the causes of defects and minimizing variability (also known by its improvement process steps: Define, Measure, Analyze, Improve, Control (DMAIC)).
103014;103014;SF_SD4;Uwe;Rattka;Development Manager;Uwe.Rattka@bestrunsap.com;103016;Employee Development DE (50140009);Management & Planning (50070999);Corporate Services (CORP_SVCS);Berlin (1010-0001);Emsdetten;Germany;Uwe Rattka;Development Manager Case Management in ServiceNow
103015;103015;SF_SD4;Arne;Rowland;Production Technician;Arne.Rowland@bestrunsap.com;103045;Production DE (50140011);Professional (50070970);Manufacturing (MANU);Berlin (1010-0001);Glandorf;Germany;Arne Rowland;Production Technician Change Management in ServiceNow
103016;103016;SF_SD4;Sarah;Munz;Director of Talent Management;Sarah.Munz@bestrunsap.com;103031;Talent Management DE (50140005);Management & Planning (50070999);Corporate Services (CORP_SVCS);Berlin (1010-0001);Georgsmarienhuette;Germany;Sarah Munz;Director of Talent Management CMDB in ServiceNow
103017;103017;SF_SD4;Michael;Loff;Facilities Manager;Michael.Loff@bestrunsap.com;103004;Facilities Maintenance DE (50140012);Management & Planning (50070999);Manufacturing (MANU);Berlin (1010-0001);Emsdetten;Germany;Michael Loff;Facilities Manager Incident Management in ServiceNow
103018;103018;SF_SD4;Emma;Dorn;Administrator;Emma.Dorn@bestrunsap.com;103036;Production DE (50140011);Administrative Support (50070968);Manufacturing (MANU);Berlin (1010-0001);Friedberg Hessen;Germany;Emma Dorn;Administrator Problem Management in ServiceNow
103019;103019;SF_SD4;Martin;Schulz;HR Business Partner;Martin.Schulz@bestrunsap.com;103049;HR Business Office DE (50140003);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Glandorf;Germany;Martin Schulz;HR Business Partner Ability to connect via social media platforms.
103020;103020;SF_SD4;Ben;Zimmermann;Recruiter;Ben.Zimmermann@bestrunsap.com;103025;Talent Acquisition DE (50140006);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Berlin;Germany;Ben Zimmermann;Recruiter Servers/Infra and applications Monitoring tool
103021;103021;SF_SD4;Tobias;Rathmann;;Tobias.Rathmann@bestrunsap.com;103025;Talent Acquisition DE (50140006);HR Professional (50029122);N/A;N/A;Cobbenrode;;Tobias Rathmann; Understands and can implement various source control practices such as gitflow.
103022;103022;SF_SD4;Christian;Haas;Sr. Compensation Analyst;Christian.Haas@bestrunsap.com;103023;Compensation and Benefits DE (50140007);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Bad Laer;Germany;Christian Haas;Sr. Compensation Analyst Managing the process according to SAP Process Map  8.1.3.5 Manage Identity & Access 
103023;103023;SF_SD4;Felix;Hiddessen;Compensation Manager;Felix.Hiddessen@bestrunsap.com;103016;Compensation and Benefits DE (50140007);Management & Planning (50070999);Corporate Services (CORP_SVCS);Berlin (1010-0001);Gelsenkirchen;Germany;Felix Hiddessen;Compensation Manager Using SWAGGER for integration documentation
103024;103024;SF_SD4;Markus;Schaub;Recruiter;Markus.Schaub@bestrunsap.com;103025;Talent Acquisition DE (50140006);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Glandorf;Germany;Markus Schaub;Recruiter Managing and monitoring all installed systems and infrastructure throughout the entire stack. IInstalling, configuring, testing and maintaining operating systems, application software and system management tools. Ensuring the highest levels of systems and infrastructure availability.
103025;103025;SF_SD4;Anja;Burmeister;Recruiting Manager;Anja.Burmeister@bestrunsap.com;103016;Talent Acquisition DE (50140006);Management & Planning (50070999);Corporate Services (CORP_SVCS);Berlin (1010-0001);Offenbach Am Main;Germany;Anja Burmeister;Recruiting Manager Retirement of legacy systems and data archivals.
103026;103026;SF_SD4;Georg;Klein;Development Analyst;Georg.Klein@bestrunsap.com;103014;Employee Development DE (50140009);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Glandorf;Germany;Georg Klein;Development Analyst Setting up, configuring and running Tableau
103027;103027;SF_SD4;Nicole;Bade;Sr Recruiter;Nicole.Bade@bestrunsap.com;103025;Talent Acquisition DE (50140006);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Frankfurt Am Main;Germany;Nicole Bade;Sr Recruiter Early validation of new hardware architecture, HANA release and feature validation
103028;103028;SF_SD4;Bernd;Sander;HR Project Manager;Bernd.Sander@bestrunsap.com;103049;HR Business Office DE (50140003);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Wallenhorst;Germany;Bernd Sander;HR Project Manager Text message marketing software
103029;103029;SF_SD4;Sebastian;Eiselt;Engineer II;Sebastian.Eiselt@bestrunsap.com;103009;Engineering DE (50140015);Engineering (50000074);Manufacturing (MANU);Berlin (1010-0001);Melle;Germany;Sebastian Eiselt;Engineer II Performing TEAP checks and creating and releasing transport requests
103030;103030;SF_SD4;Thorsten;Schneider;Development Analyst Lead;Thorsten.Schneider@bestrunsap.com;103014;Employee Development DE (50140009);HR Professional (50029122);Corporate Services (CORP_SVCS);Berlin (1010-0001);Bad Laer;Germany;Thorsten Schneider;Development Analyst Lead SAP Internal Fiori Application for unified ticketing
103031;103031;SF_SD4;Jens;Baer;VP Human Resources Germany;Jens.Baer@bestrunsap.com;103005;Human Resources DE (50140001);Executive Management (50071000);Corporate Services (CORP_SVCS);Berlin (1010-0001);Gelsenkirchen;Germany;Jens Baer;VP Human Resources Germany Visual Basic for Applications
103032;103032;SF_SD4;Beate;Stocker;Scheduler;Beate.Stocker@bestrunsap.com;103046;Planning & Scheduling DE (50140014);Planning (50070965);Manufacturing (MANU);Berlin (1010-0001);Glandorf;Germany;Beate Stocker;Scheduler SAP Internal Whistleblower Tool
103033;103033;SF_SD4;Alexandra;Hoerandel;Executive Assistant;Alexandra.Hoerandel@bestrunsap.com;103031;Leadership Team Germany (50140000);Executive Support (50011876);Executive Office (EXEC);Berlin (1010-0001);Offenbach Am Main;Germany;Alexandra Hoerandel;Executive Assistant Test Automation Software
103034;103034;SF_SD4;Stephan;Henninger;SVP Operations & Maintenance;Stephan.Henninger@bestrunsap.com;103005;Operations DE (50140010);Executive Management (50071000);Manufacturing (MANU);Berlin (1010-0001);Glandorf;Germany;Stephan Henninger;SVP Operations & Maintenance Native development for macOS, iOS and tvOS
103035;103035;SF_SD4;Julia;Wenger;;Julia.Wenger@bestrunsap.com;103014;Operations DE (50140010);Management & Planning (50070999);N/A;N/A;Frankfurt Am Main;;Julia Wenger; YMAL Ain't Markup Language
103036;103036;SF_SD4;Ralph;Brunnert;Production Director;Ralph.Brunnert@bestrunsap.com;103004;Operations DE (50140010);Management & Planning (50070999);Manufacturing (MANU);Berlin (1010-0001);Wallenhorst;Germany;Ralph Brunnert;Production Director Zuora billing system maintenance/operations
103037;103037;SF_SD4;Katia;Schulz;Quality Assurance Manager;Katia.Schulz@bestrunsap.com;103004;Quality Assurance DE (50140013);Management & Planning (50070999);Manufacturing (MANU);Frankfurt (1300-0004);Temmels;Germany;Katia Schulz;Quality Assurance Manager Java EE Oracle MS SQL 
103038;103038;SF_SD4;Danielle;Hesse;QA Administrator;Danielle.Hesse@bestrunsap.com;103037;Quality Assurance DE (50140013);Administrative Support (50070968);Manufacturing (MANU);Frankfurt (1300-0004);Gaiberg;Germany;Danielle Hesse;QA Administrator (MRAM) – Drive Active Renewal end to end process to maximize renewal rate
103039;103039;SF_SD4;Udo;Vogel;VP Information Technology;Udo.vogt@bestrunsap.com;103005;Information Technology DE (50140022);Executive Management (50071000);Information Technology (IT);Munich (1300-0005);Berlin;Germany;Udo Vogel;VP Information Technology (MSM) - Represent internally and externally the maintenance policies via deal support or customer engagement
103040;103040;SF_SD4;Olga;Kneib;VP Finance;Olga.kneib@bestrunsap.com;103005;Finance DE (50140020);Executive Management (50071000);Corporate Services (CORP_SVCS);Berlin (1010-0001);Muenchen ;Germany;Olga Kneib;VP Finance Drive Operational Excellence and  support all relevant M-GTM Programs
103041;103041;SF_SD4;Otto;Kaufmann;SVP Sales;Otto.kaufmann@bestrunsap.com;103005;Sales DE (50140021);Executive Management (50071000);Direct Sales (DIR_SALES);Frankfurt (1300-0004);Georgsmarienhuette;Germany;Otto Kaufmann;SVP Sales (SCE) – Focusing on strategic deal support and commercial rules
103042;103042;SF_SD4;Gerhold;Mein;VP Procurement;Gerhold.mein@bestrunsap.com;103034;Operations DE (50140010);Executive Management (50071000);Manufacturing (MANU);Frankfurt (1300-0004);Schoeppenstedt;Germany;Gerhold Mein;VP Procurement Activities associated with Attracting, Onboarding, Upskilling, and Retaining resources
103043;103043;SF_SD4;Volker;Holzman;VP Maintenance;Volker.holzman@bestrunsap.com;103034;Facilities Maintenance DE (50140012);Executive Management (50071000);Manufacturing (MANU);Munich (1300-0005);Damp;Germany;Volker Holzman;VP Maintenance Contract creation and monitoring
103044;103044;SF_SD4;Freda;Hoch;Supply Chain Director;Freda.hoch@bestrunsap.com;103004;Production DE (50140011);Management & Planning (50070999);Manufacturing (MANU);Munich (1300-0005);Emsdetten;Germany;Freda Hoch;Supply Chain Director Sharing the SAP runs SAP story with SAP Customers
103045;103045;SF_SD4;Willa;Hase;Assembly Manager;Winfried.hass@bestrunsap.com;103036;Production DE (50140011);Management & Planning (50070999);Manufacturing (MANU);Berlin (1010-0001);Bad Bellingen Baden;Germany;Willa Hase;Assembly Manager Provide optimized processes and enablement across delivery teams. Specific focus on operational excellence to simplify processes and increase operational efficiency, enable customer success through innovation and drive employee development and engagement.
103046;103046;SF_SD4;Hella;Buhr;Planning & Scheduling Manager;Hella.buhr@bestrunsap.com;103036;Production DE (50140011);Management & Planning (50070999);Manufacturing (MANU);Berlin (1010-0001);Greven Westf;Germany;Hella Buhr;Planning & Scheduling Manager Manage Pipeline in cooperation with Sales
103047;103047;SF_SD4;Anne;Eckstein;Engineer III;Anne.eckstein@bestrunsap.com;103009;Engineering DE (50140015);Engineering (50000074);Manufacturing (MANU);Berlin (1010-0001);Schoeppenstedt;Germany;Anne Eckstein;Engineer III Manages teams of Developers, people development & training plan incl. SAP Talks, compensation & equity, fosters employee satisfaction and leadership trust, resolves problems and conflicts in team, organizational change management 
103048;103048;SF_SD4;Karoline;Wechsler;Planner;Karoline.wechshler@bestrunsap.com;103046;Planning & Scheduling DE (50140014);Planning (50070965);Manufacturing (MANU);Berlin (1010-0001);Singen;Germany;Karoline Wechsler;"Planner Is responsible for cascading the strategy within own area of responsibility; has to ensure that strategy is executed based on defined goals"
103049;103049;SF_SD4;Sascha;Schmitz;HR Business Office Director DE;Sascha.schmitz@bestrunsap.com;103031;HR Business Office DE (50140003);Management & Planning (50070999);Corporate Services (CORP_SVCS);Berlin (1010-0001);Eckernfoerde;Germany;Sascha Schmitz;HR Business Office Director DE Is responsible for financial management reporting based on Utilization, Forecast, and Budgeting within own area of responsibility
103050;103050;SF_SD4;Petra;Hofmann;Learning Director;Peter.hofmann@bestrunsap.com;103031;Performance & Development DE (50140008);Management & Planning (50070999);Corporate Services (CORP_SVCS);Berlin (1010-0001);Georgsmarienhuette;Germany;Petra Hofmann;Learning Director Liases with peers and stakeholders on similar topics to leverage synergies 
103051;103051;SF_SD4;Isaak;Penzig;External Workforce Director;Isaak.penzing@bestrunsap.com;103031;HR Business Office DE (50140003);Management & Planning (50070999);Corporate Services (CORP_SVCS);Berlin (1010-0001);Emsdetten;Germany;Isaak Penzig;External Workforce Director Establish yardsticks and few factors that are as important to the performance of the organization and every man/woman in it, make the measurements focused on the performance of the whole organization and every individual available to each staff member, analyze, appraise, and interpret performance, communicate the meaning of the measurements and their findings to subordinates, superiors, and colleagues.
103052;103052;SF_SD4;Steffie;Abel;Learning Business Partner;Steffie.abel@bestrunsap.com;103031;Performance & Development DE (50140008);Management & Planning (50070999);Corporate Services (CORP_SVCS);Berlin (1010-0001);Eckernfoerde;Germany;Steffie Abel;Learning Business Partner Make a team out of the people that are responsible for various jobs, empower employees and motivate them to follow through on strategic focus, take relationship responsibility, make people decisions on pay, placement, and promotion, communicate constantly to and from subordinates, superiors, and colleagues.
